Id,Predicted
459,367.3393086
460,-3763.564199
461,397.6944248
462,316.1794794
463,-4446.868817
464,-10977.94338
465,-58.59889896
466,317.0815725
467,392.8979921
468,369.5553955
469,-10961.45732
470,-766.7942873
471,173.8496797
472,394.647499
473,-8808.509499
474,294.8243225
475,-1016.185666
476,302.4352801
477,274.0539365
478,47.43744021
479,127.7968809
480,130.6429656
481,310.8305859
482,-12149.16923
483,366.7057696
484,331.548904
485,-5585.523732
486,-9.904024657
487,353.4048782
488,235.5314224
489,417.1440775
490,161.6574566
491,111.2837773
492,279.7061156
493,-7976.131298
494,-6570.359417
495,-12472.048
496,-2085.74612
497,149.7647469
498,364.0677566
499,394.3621399
500,228.084848
501,-9627.350017
502,-7427.24571
503,126.9662423
504,-705.2252265
505,210.1051128
506,-9802.444905
507,47.43744021
508,-450.6321822
509,334.2708023
510,382.8115431
511,335.9587976
512,-14384.8749
513,24.47517201
514,330.9306745
515,262.2759113
516,79.54422234
517,223.3462807
518,192.8589693
519,-158.4771524
520,-365.7758897
521,303.8346938
522,135.8365281
523,417.1440775
524,-4988.303817
525,300.8406271
526,-897.6226942
527,276.0067197
528,-288.6265371
529,361.8156388
530,373.7417513
531,270.0721374
532,-3958.161559
533,378.8685254
534,173.8496797
535,363.0811419
536,-490.4093059
537,231.8188487
538,-31622.5569
539,-4130.858251
540,-77.60663627
541,-5593.042034
542,-642.8038447
543,378.5926712
544,333.9214821
545,282.1789046
546,336.3612107
547,-2674.901447
548,287.3960787
549,-621.255472
550,296.0421286
551,301.4127372
552,284.4028547
553,391.1848738
554,316.1794794
555,366.1544865
556,-3388.068468
557,411.4124075
558,279.5173514
559,310.3737823
560,316.1462441
561,214.7252797
562,-1495.343664
563,-4508.965576
564,-6092.814931
565,-15733.84843
566,-6589.399651
567,391.6285676
568,277.143326
569,-144.3703342
570,243.3512797
571,-5172.653856
572,356.8182901
573,-11441.32473
574,270.0721374
575,275.0812229
576,173.8496797
577,331.7090527
578,-18193.47931
579,228.6637338
580,351.8751674
581,387.5027458
582,-2838.777695
583,226.3571731
584,-8256.669403
585,-5515.723054
586,-4339.814627
587,399.461621
588,382.8115431
589,47.43744021
590,-19.64130165
591,-11042.33171
592,186.8332286
593,320.8661532
594,-4593.717361
595,316.0112128
596,-4923.699618
597,211.2186022
598,404.3145303
599,35.0836243
600,-11213.34178
601,337.7683727
602,341.3375838
603,173.8496797
604,356.2496954
605,277.8130095
606,345.0618099
607,243.3263318
608,264.8262707
609,262.8474267
610,303.8346938
611,149.8561667
612,333.2118796
613,-937.2211325
614,198.2092828
615,79.54422234
616,-5710.090396
617,182.2204216
618,-6992.450738
619,-18835.0052
620,-2314.738816
621,279.3440331
622,266.0151896
623,364.8466143
624,310.3188739
625,261.4528752
626,-231.1761265
627,-428.843159
628,335.8890517
629,-6007.600525
630,-4578.053798
631,360.746455
632,-101.3935106
633,334.2708023
634,348.2711578
635,165.6615268
636,-9897.42669
637,270.8723151
638,-8089.625185
639,69.3351599
640,399.461621
641,-22886.89691
642,-15251.67515
643,501.5712175
644,260.5609396
645,404.3145303
646,272.4133199
647,220.0612609
648,270.2425449
649,236.0350032
650,273.6154204
651,160.1229249
652,270.5699375
653,321.8293952
654,-6310.29108
655,-13673.35851
656,-32170.03359
657,211.3070767
658,369.5553955
659,275.7659628
660,-101.3935106
661,334.2708023
662,235.8577326
663,-636.2403006
664,282.1789046
665,-7898.437673
666,184.9335519
667,-391.5369815
668,-288.6265371
669,-5273.803134
670,-8629.853103
671,-11516.81799
672,328.1987934
673,274.3526622
674,-3232.908137
675,254.9616411
676,111.0230347
677,283.5842307
678,-7156.009623
679,314.7228937
680,400.9821054
681,363.2480674
682,-178.2264458
683,310.7090749
684,-9661.836122
685,-7427.24571
686,277.837857
687,144.7139871
688,337.0587051
689,173.8496797
690,295.4314146
691,270.7375431
692,-515.6855724
693,-30932.1721
694,-19773.31757
695,-15261.72452
696,-354.3038472
697,244.1942065
698,342.1329751
699,371.6824096
700,302.4352801
701,132.8313664
702,339.7545316
703,286.5560166
704,357.6459924
705,251.6352466
706,-2612.81367
707,-2826.54358
708,314.6444723
709,261.6150783
710,-18752.93437
711,340.4273159
712,-18671.14147
713,281.0769662
714,397.5561674
715,391.3143247
716,348.2711578
717,261.6486139
718,261.7234892
719,-3904.285379
720,377.6311118
721,-1283.059968
722,334.2708023
723,281.0769662
724,295.4314146
725,410.2445538
726,-12046.07905
727,313.798503
728,338.8568723
729,272.7931248
730,322.6659005
731,414.6823218
732,284.8644729
733,322.6768282
734,173.8496797
735,404.3145303
736,-15653.8015
737,354.7783871
738,322.9124968
739,319.9412366
740,231.8188487
741,144.998218
742,378.8685254
743,-15737.38662
744,378.8685254
745,411.4124075
746,144.998218
747,-6617.401152
748,243.3512797
749,348.2711578
750,255.8791184
751,310.3737823
752,-6999.859392
753,-2253.590362
754,377.5659716
755,372.700917
756,409.1485816
757,-83.89234653
758,297.4766371
759,144.7139871
760,108.1186267
761,334.7261505
762,397.1518532
763,334.7261505
764,106.5323683
765,261.4528752
766,372.0390192
767,273.9876927
768,244.7669675
769,-8845.757427
770,256.072099
771,-101.3935106
772,-12108.96302
773,282.5697262
774,-1787.523991
775,-8250.635113
776,416.2697372
777,-5186.314862
778,263.8446034
779,254.9616411
780,-79.46008182
781,283.0771997
782,235.4495588
783,364.0033146
784,179.6214847
785,7.089043024
786,353.4048782
787,-48.05496943
788,149.6681581
789,129.8825975
790,369.4225659
791,-17575.05343
792,155.9321833
793,209.5312425
794,209.5312425
795,387.5027458
796,-9507.661399
797,-7395.180215
798,192.8490348
799,-342.8991097
800,362.413776
801,-7933.868715
802,274.7495801
803,-1204.27865
804,339.9027508
805,-178.5003094
806,-15810.32401
807,351.9469259
808,100.8074935
809,198.2092828
810,255.8993691
811,-7512.974935
812,-142.5460356
813,351.9469259
814,-22215.26266
815,-596.4010511
816,-3124.932179
817,231.8188487
818,160.0988345
819,-18796.92407
820,160.0988345
821,273.9341454
822,-18187.30153
823,38.65496832
824,149.665362
825,271.6066197
826,-34616.07968
827,-101.3935106
828,364.0033146
829,389.3324027
830,367.3393086
831,-880.416573
832,144.5629659
833,393.7005291
834,144.7139871
835,149.7647469
836,352.1090626
837,-65.96115091
838,254.9616411
839,-13315.61742
840,367.3189941
841,185.089572
842,-408.1350235
843,386.9934737
844,294.0832625
845,321.122524
846,-2059.102521
847,-91.95194273
848,124.2862161
849,374.7758541
850,127.7968809
851,351.8751674
852,351.9469259
853,280.9444932
854,271.6876353
855,-18843.67231
856,-2631.51743
857,-2626.094642
858,-10329.35724
859,316.0112128
860,-6758.741949
861,364.0033146
862,144.998218
863,190.2935414
864,265.7305018
865,307.1944825
866,-7789.233428
867,271.6876353
868,126.1307405
869,367.2929299
870,-562.9021369
871,310.3045608
872,263.1837472
873,404.3556948
874,301.7711635
875,411.3758165
876,362.926241
877,393.7431254
878,330.0040154
879,185.089572
880,378.8685254
881,-41.47011966
882,389.9890627
883,-2668.350814
884,-9483.225984
885,-3362.106929
886,126.7828071
887,-12286.9123
888,-1000.829537
889,-275.4277561
890,957.0423434
891,263.0073725
892,-7528.652381
893,279.0028576
894,-6805.911385
895,369.4225659
896,229.4433392
897,421.1431489
898,-3934.741975
899,160.0988345
900,-4357.286409
901,-3780.614689
902,407.1480336
903,346.1957185
904,352.8998532
905,279.3440331
906,421.8817916
907,244.7669675
908,-2166.21206
909,294.0805987
910,167.6136755
911,148.2591547
912,-7606.886112
913,417.1440775
914,364.2562322
915,409.898065
916,-2943.866502
917,-110.1294764
918,277.837857
919,364.5273288
920,-17416.63817
921,222.6743358
922,414.6384069
923,-8272.232873
924,144.8670841
925,310.2873607
926,244.334501
927,-188.4139017
928,-7321.319954
929,24.30528385
930,-3416.21717
931,-15350.32436
932,144.5629659
933,223.3462807
934,-21437.13622
935,-6759.567857
936,-3999.329677
937,-6424.816044
938,290.487824
939,271.6876353
940,-8019.881023
941,223.8786455
942,-10397.40364
943,-7002.931805
944,372.0390192
945,259.0280705
946,130.036892
947,-3460.146096
948,-101.3935106
949,-16665.01997
950,367.3393086
951,108.0457993
952,166.0317915
953,356.1943303
954,-16041.82325
955,354.9296108
956,388.0230358
957,168.491896
958,331.986
959,212.5617532
960,264.8262707
961,-538.7146557
962,173.8496797
963,47.43744021
964,345.4810063
965,378.7466957
966,330.7181482
967,-559.759519
968,416.4048245
969,-19613.83997
970,284.237327
971,336.1259424
972,415.266176
973,210.1051128
974,-79.48657851
975,-2666.616378
976,372.0390192
977,239.2110376
978,297.6518449
979,-20957.18047
980,-4567.30023
981,354.9296108
982,-5206.409525
983,-330.2420551
984,-79.48657851
985,331.9223148
986,207.892888
987,-11428.13343
988,-1485.021099
989,348.2755682
990,399.5068576
991,400.2610631
992,-18844.17992
993,416.4048245
994,401.0756993
995,298.9049641
996,144.998218
997,345.4810063
998,260.5609396
999,337.0587051
1000,362.7004662
1001,315.4934293
1002,-5580.82261
1003,617.555423
1004,319.8619112
1005,334.6919325
1006,272.7820979
1007,310.3045608
1008,-2904.673183
1009,398.0542439
1010,257.6010147
1011,243.4183667
1012,355.7118045
1013,192.8490348
1014,-6091.663274
1015,257.1835018
1016,346.9551032
1017,311.4892523
1018,-469.3737745
1019,322.6659005
1020,219.1026033
1021,376.3161169
1022,144.998218
1023,356.2496954
1024,272.7421155
1025,385.2847825
1026,-158.4771524
1027,397.1518532
1028,243.3512797
1029,-613.3048157
1030,378.8685254
1031,205.5572287
1032,289.3142149
1033,-22747.06705
1034,139.9254651
1035,49.56079837
1036,318.0144917
1037,185.089572
1038,139.9254651
1039,-13623.89915
1040,119.3577802
1041,-17574.4215
1042,256.475161
1043,341.3404953
1044,-16857.52348
1045,358.1811179
1046,228.6637338
1047,-7543.066342
1048,353.4048782
1049,272.4518449
1050,108.1186267
1051,-170.9745763
1052,-10070.75576
1053,376.2446293
1054,160.8027618
1055,355.4111333
1056,327.7367921
1057,242.2785033
1058,-1480.982882
1059,-97.2970654
1060,161.6574566
1061,372.0390192
1062,-214.4933281
1063,-1880.044776
1064,406.8648307
1065,166.2185001
1066,234.7591572
1067,-3974.045219
1068,395.4145903
1069,335.867449
1070,228.8999703
1071,262.8398106
1072,315.8010449
1073,149.6681581
1074,-5424.329423
1075,196.0743311
1076,364.0677566
1077,-9963.558108
1078,311.1853736
1079,-162.7938781
1080,-1252.298546
1081,362.3859246
1082,382.4297944
1083,301.8042246
1084,392.2065601
1085,164.1282153
1086,-11360.08252
1087,-141.6950675
1088,414.6823218
1089,376.3020768
1090,-2400.215384
1091,38.65496832
1092,-316.4094761
1093,310.3045608
1094,-410.5058525
1095,415.9740419
1096,-91.95194273
1097,348.2711578
1098,-228.2738631
1099,71.27947578
1100,353.4048782
1101,273.6960208
1102,310.8305859
1103,-15782.65965
1104,131.7066124
1105,346.1957185
1106,-11596.99553
1107,-4134.774968
1108,157.914718
1109,342.6634229
1110,364.5273288
1111,334.8553237
1112,-5680.939254
1113,-9384.975634
1114,-3981.50456
1115,401.0464185
1116,262.8398106
1117,303.3560472
1118,235.7786762
1119,-1116.323398
1120,359.3932195
1121,-17875.69659
1122,144.998218
1123,160.0988345
1124,-5523.678289
1125,-2510.235859
1126,312.7332039
1127,224.6619394
1128,-7329.845649
1129,397.240447
1130,139.9254651
1131,330.7181482
1132,281.9587301
1133,262.8474267
1134,144.5629659
1135,358.0816403
1136,334.2708023
1137,53.88809802
1138,-10665.41756
1139,-6001.010667
1140,-3700.160948
1141,371.6824096
1142,-3261.64625
1143,404.3145303
1144,376.4788017
1145,357.409077
1146,327.4574381
1147,47.43744021
1148,281.2914569
1149,390.2866588
1150,342.1329751
1151,-958.4943105
1152,334.2708023
1153,233.1431042
1154,310.8305859
1155,1239.498738
1156,397.1518532
1157,295.3311435
1158,277.837857
1159,371.6824096
1160,376.3161169
1161,-10315.93697
1162,-3409.195134
1163,378.8685254
1164,200.5863131
1165,336.685862
1166,-2148.751895
1167,334.9386586
1168,148.2591547
1169,-4335.078963
1170,261.6267044
1171,360.0012478
1172,-5507.275107
1173,302.8219802
1174,220.3657649
1175,313.2342706
1176,352.3556979
1177,-24651.10212
1178,-6328.139659
1179,-15782.65965
1180,-3984.572646
1181,-559.759519
1182,272.6521324
1183,-3034.068962
1184,274.7793472
1185,-4516.772756
1186,1243.545426
1187,341.3375838
1188,-11646.88881
1189,289.7955862
1190,262.8474267
1191,-7014.571565
1192,310.8305859
1193,56.71816797
1194,229.8150346
1195,362.926241
1196,-4337.259987
1197,347.5825535
1198,365.047192
1199,-2783.854807
1200,-1296.317011
1201,414.6966751
1202,-462.2074782
1203,409.3962804
1204,-5545.628581
1205,397.1518532
1206,-219.370739
1207,249.6643709
1208,265.7305018
1209,330.0043546
1210,401.0895006
1211,-3116.314519
1212,260.5609396
1213,376.3020768
1214,272.5438268
1215,158.2480235
1216,-17202.62357
1217,-2415.424119
1218,-953.1647422
1219,363.2480674
1220,321.3120856
1221,-144.3703342
1222,-978.9384614
1223,-568.6128715
1224,-3381.175353
1225,355.1160508
1226,-11012.71215
1227,367.921902
1228,-17252.16865
1229,-2002.558134
1230,60.2035197
1231,297.6666143
1232,248.2828408
1233,-51.46809149
1234,-2990.792347
1235,122.4484653
1236,366.5639719
1237,173.8496797
1238,381.0995995
1239,299.2148456
1240,-772.2449385
1241,354.0945726
1242,388.0174259
1243,364.5273288
1244,348.2711578
1245,-67.90624758
1246,397.1518532
1247,282.1789046
1248,378.8685254
1249,135.1515195
1250,-2679.462468
1251,-15887.08698
1252,270.0871553
1253,418.7824647
1254,361.5578411
1255,-383.7362289
1256,-470.8651534
1257,306.0644091
1258,-11434.2757
1259,-24236.11031
1260,-27670.60827
1261,-4235.684267
1262,83.68076359
1263,-22631.03104
1264,55.26625341
1265,131.7828697
1266,-2503.218541
1267,458.9583661
1268,320.8661532
1269,372.0390192
1270,90.24890015
1271,160.8027618
1272,251.6302834
1273,275.73734
1274,-17138.67316
1275,38.65496832
1276,-578.463531
1277,279.3440331
1278,276.7311917
1279,-7178.897358
1280,297.4766371
1281,268.7395662
1282,-14405.2806
1283,345.4810063
1284,349.8168659
1285,283.3867152
1286,329.835399
1287,-7875.18548
1288,364.5273288
1289,337.1870638
1290,259.838143
1291,-1660.879452
1292,397.1518532
1293,310.7090749
1294,404.3145303
1295,378.7466957
1296,144.998218
1297,38.65496832
1298,-53.70485017
1299,-4061.438254
1300,-2380.441115
1301,-3041.675479
1302,360.746455
1303,384.1831304
1304,343.4722186
1305,291.6813718
1306,47.43744021
1307,312.5186282
1308,244.7669675
1309,241.2190447
1310,-79.46008182
1311,327.7280006
1312,98.20810599
1313,-21950.74192
1314,334.6919325
1315,-3044.322944
1316,-106.40433
1317,-70.11499859
1318,-16679.0437
1319,394.647499
1320,-154.4794361
1321,-21948.14502
1322,381.0217592
1323,321.122524
1324,79.54422234
1325,281.1273989
1326,274.3526622
1327,-19.64130165
1328,-3149.777906
1329,339.644198
1330,385.2531084
1331,131.7066124
1332,280.4114592
1333,-21.5829817
1334,270.7739504
1335,161.6574566
1336,357.8086108
1337,-5779.282574
1338,247.26057
1339,314.0438782
1340,374.1030205
1341,-142.505737
1342,371.3793027
1343,-13741.82396
1344,209.5312425
1345,-11512.64179
1346,400.9821054
1347,129.8825975
1348,416.0319137
1349,-8629.017536
1350,106.0825918
1351,79.54422234
1352,-15653.12924
1353,190.3363602
1354,89.71019367
1355,-268.0901738
1356,69.93245284
1357,129.4592895
1358,-13775.71109
1359,414.1453256
1360,-12395.90104
1361,275.7659628
1362,-2802.713331
1363,280.4378767
1364,-150.424424
1365,255.8993691
1366,-12556.2387
1367,134.2718114
1368,76.41473393
1369,300.1883627
1370,-3072.005817
1371,-5199.019953
1372,-4968.078789
1373,415.6726538
1374,369.8265218
1375,417.1440775
1376,406.0550863
1377,-116.6466645
1378,-12359.40524
1379,-1370.977746
1380,338.0604632
1381,293.575503
1382,-3762.934494
1383,381.7721992
1384,312.5186282
1385,267.7327906
1386,389.56875
1387,-3113.525583
1388,-7098.423593
1389,397.1518532
1390,392.4414199
1391,-7097.367774
1392,386.3708989
1393,132.8313664
1394,399.0721652
1395,173.8496797
1396,168.491896
1397,367.9407309
1398,297.207102
1399,129.8825975
1400,218.2543895
1401,-1145.255399
1402,341.3375838
1403,-3796.224537
1404,404.3556948
1405,354.9296108
1406,-15.49933079
1407,283.7476378
1408,-177.4930679
1409,-15.7037523
1410,-8405.930823
1411,396.3230067
1412,126.6211619
1413,-2216.654038
1414,364.0966031
1415,327.7367921
1416,75.05496567
1417,-4679.544652
1418,108.1186267
1419,-2145.971382
1420,334.2110951
1421,322.6659005
1422,173.8496797
1423,-154.4939089
1424,-1352.984446
1425,-1118.348733
1426,270.7739504
1427,-3199.757507
1428,275.8852793
1429,-370.7326043
1430,-4649.577391
1431,-147.0102436
1432,316.0112128
1433,393.1390965
1434,325.0155416
1435,-10781.98819
1436,-18253.15745
1437,362.7004662
1438,-3586.300475
1439,-4647.968901
1440,126.6211619
1441,-9029.2553
1442,341.6769498
1443,173.8496797
1444,415.4166895
1445,303.8346938
1446,275.0999194
1447,414.5449459
1448,297.4766371
1449,281.3133765
1450,393.3571935
1451,384.5766119
1452,290.487824
1453,-1314.062711
1454,-3099.471414
1455,-484.8521811
1456,-2679.394796
1457,409.7498502
1458,361.8156388
1459,417.1440775
1460,-5332.298998
1461,294.4018757
1462,404.5031361
1463,305.1451581
1464,267.3575405
1465,191.6720427
1466,378.7466957
1467,-4997.435101
1468,-4136.267133
1469,-1524.302953
1470,-208.9399007
1471,-6609.25274
1472,316.0112128
1473,144.5629659
1474,235.5314224
1475,399.5068576
1476,-3662.201409
1477,-4877.01542
1478,301.5169023
1479,286.5560166
1480,224.5977358
1481,262.7103426
1482,397.1518532
1483,-1794.840536
1484,160.0988345
1485,173.8496797
1486,381.7721992
1487,-8376.45531
1488,128.6958023
1489,348.2711578
1490,-7912.855611
1491,384.7905428
1492,-4814.932683
1493,364.5060148
1494,385.3543254
1495,-333.6770011
1496,-15679.72096
1497,-829.727164
1498,342.1329751
1499,-10695.58092
1500,51.50545964
1501,-6334.881932
1502,364.5273288
1503,322.2032594
1504,-105.610813
1505,271.6102493
1506,-6142.63779
1507,253.7103887
1508,-759.6508475
1509,29.74876545
1510,-1231.26117
1511,273.976537
1512,274.1835651
1513,161.6574566
1514,350.4687881
1515,387.5027458
1516,295.3380853
1517,265.2595557
1518,99.31580036
1519,391.3143247
1520,322.6659005
1521,-2348.549745
1522,139.9254651
1523,-1132.69696
1524,334.2708023
1525,-14479.28274
1526,-1338.450394
1527,262.8474267
1528,217.7343307
1529,361.5578411
1530,348.0976475
1531,-155.7283089
1532,348.0043463
1533,360.0012478
1534,280.4378767
1535,60.12752098
1536,-5239.031974
1537,-385.5768352
1538,193.0501749
1539,-1100.14441
1540,38.57467232
1541,-6722.736486
1542,-2883.645595
1543,633.2227768
1544,264.8698189
1545,133.0593158
1546,-28096.68926
1547,144.998218
1548,355.4111333
1549,382.4375308
1550,135.2601353
1551,-8592.190975
1552,79.54422234
1553,-3843.774971
1554,-19040.56548
1555,-1574.456371
1556,63.02838001
1557,14.96658856
1558,-30604.61657
1559,40.84994353
1560,352.1699021
1561,-288.6265371
1562,404.3556948
1563,319.0956801
1564,270.3612102
1565,351.2364916
1566,122.222413
1567,393.7431254
1568,345.564334
1569,-1379.331084
1570,149.665362
1571,-3845.802802
1572,-13676.99569
1573,-4543.35792
1574,375.1301611
1575,110.9497198
1576,409.3593556
1577,406.2335958
1578,263.7524047
1579,392.2065601
1580,-8322.625394
1581,417.1440775
1582,160.1229249
1583,272.7176689
1584,35.77138323
1585,307.6438016
1586,-8337.779836
1587,272.4440721
1588,253.7103887
1589,9.0873102
1590,-8020.853116
1591,310.3737823
1592,111.0230347
1593,-12332.58856
1594,-21248.74237
1595,-408.9403427
1596,-9270.885381
1597,-88.27496288
1598,-5855.407947
1599,-1101.097933
1600,367.3393086
1601,319.8433986
1602,-4754.355555
1603,320.8661532
1604,409.1485816
1605,300.8512292
1606,135.8365281
1607,295.4314146
1608,364.5273288
1609,-101.3935106
1610,388.2063874
1611,-12862.3241
1612,-81.65433518
1613,-5019.503718
1614,-2957.192764
